"UMAP_1","UMAP_2","group"
-1.40692056902169,-0.313721790634288,"A"
-0.870006576422801,1.52378615999947,"A"
-1.62710812401486,0.0321760046787943,"A"
-0.787779150446207,0.479815000819677,"A"
-0.973923716598494,1.0027410300737,"A"
-0.373293835161497,-0.413604044848163,"A"
-2.22807064913148,0.765652932235414,"A"
-1.73091227497562,0.489311886372513,"A"
-1.11251355165859,1.28800728157765,"A"
-0.842120128170159,1.68116214326805,"A"
-1.59068896297355,0.863032575191218,"A"
-2.27016154860863,-0.126029272520736,"A"
-0.953599161924787,0.899114306222041,"A"
-0.99820326398273,0.338700306293388,"A"
-0.711361911748516,-0.301485932683004,"A"
-0.359490297579053,0.0394704114004416,"A"
-0.719554350252781,-0.194829870766501,"A"
-1.63340295959392,0.690969746844829,"A"
-0.182976222343353,1.48131712749437,"A"
-1.62293549925678,0.980590855484026,"A"
-0.536730123525862,0.70489152384728,"A"
-0.598645191417733,0.509922107337668,"A"
-0.876699494152193,1.17073077770031,"A"
-0.929289623713424,0.0201546655607285,"A"
-0.410702538375304,0.447380863511359,"A"
-0.104248649094141,0.586377534886054,"A"
-0.900936387257868,0.270844305190065,"A"
-1.84587682125184,0.985070262899834,"A"
-1.70671049859457,0.357308898326126,"A"
-0.583894467252763,-0.183258347514914,"A"
-0.239058891942239,0.434801097938895,"A"
-0.624278233058565,0.869812061061437,"A"
-1.31475515923202,-0.742790653151573,"A"
-1.67878514083471,0.775960757946884,"A"
-1.94138409702645,1.9559648722849,"A"
0.171913813632658,0.406075777369246,"A"
-1.68805340926015,0.412751454057861,"A"
-1.4128155794226,0.64036596800334,"A"
0.176044010243424,0.137614605380455,"A"
-0.857901768319107,0.032169693603487,"A"
-0.96622750633179,0.72289795773494,"A"
-0.104948661284194,-0.481907457722745,"A"
-0.351343007800958,0.285359717370013,"A"
0.411036020564649,0.648822671317037,"A"
-2.23947963388593,-0.467558755371215,"A"
-1.31241192115539,0.466737204277805,"A"
-0.788405141638024,0.572354229188468,"A"
0.228316796318284,1.19309699645414,"A"
-1.37850607169158,0.599132878664393,"A"
-0.780317317524837,0.153195681319645,"A"
-0.450477578931732,0.828742748964412,"A"
-0.521547342326865,0.788123509488533,"A"
-0.366990468278205,0.0637476931599731,"A"
-0.884666351627311,0.00560041072330264,"A"
-1.29388715784392,0.419066547308784,"A"
-0.4442680015464,0.640372928446144,"A"
-1.05812423082335,0.719213524660694,"A"
-0.69319243503088,0.330229144463899,"A"
-2.80912954050612,0.0375671165868475,"A"
-1.05177192493327,0.850824162130394,"A"
2.24991930039371,-1.41564879595315,"B"
2.66830374532714,-1.60949156733995,"B"
3.76926702310278,-0.980033984020358,"B"
2.88701301258502,-1.38549621206976,"B"
2.25750788454261,-0.646875528135015,"B"
2.05150011458362,-1.69553516508725,"B"
2.13979089593299,-2.10484475569437,"B"
3.35272837128204,-2.14800005808343,"B"
2.24052388147417,-1.5943397499437,"B"
3.17697268071823,-1.68820815092,"B"
2.39970909190478,-1.37932216564242,"B"
2.07739401255244,-0.582558448413876,"B"
2.62676684099655,-1.86488650158664,"B"
2.65514052030974,-1.43551027505651,"B"
0.809377756043206,-2.52352956973726,"B"
2.5815102924017,-0.844858156928608,"B"
3.40115576550631,-1.38787021182106,"B"
3.50875235328718,-1.654900290283,"B"
3.05240777870776,-0.954878782763416,"B"
1.91061484901004,-2.41946211896379,"B"
1.67888770046472,-0.707597075041226,"B"
1.8202800614698,-1.96612190938271,"B"
2.35461742870617,-2.29992806994839,"B"
2.31673400673409,-1.76050584246698,"B"
4.48041541259018,-0.123936238345882,"B"
2.66694074537513,-0.519906017889877,"B"
3.72426979529606,-1.47500866297838,"B"
3.47929434385337,-1.95555905634178,"B"
3.9141052564934,-1.65245934039978,"B"
2.99983351345901,-1.37615334045766,"B"
2.48939655881358,-2.25123075899707,"B"
2.90552448594757,-1.34116582742604,"B"
1.94803831890718,-0.781321522275666,"B"
2.19862766437707,-0.989292921574245,"B"
3.17407895913628,-1.19178995880836,"B"
1.34605097356493,-1.72398964991496,"B"
3.51593399936269,-1.29254096578428,"B"
2.45261265902485,-1.01162008546952,"B"
2.14346596216486,-1.19683228392956,"B"
2.86090554917634,-1.41218930443795,"B"
3.02045678134634,-1.81197401717266,"B"
1.95721082590614,-1.01592661959916,"B"
3.62261709972452,-1.27548689500571,"B"
2.06572395447447,-1.48076432059022,"B"
2.1678092546795,-1.55664602615891,"B"
3.77498410151925,-2.56739948056403,"B"
3.31077201517513,-1.45172697583881,"B"
2.14518646279938,-1.83188831245049,"B"
2.17334422104346,-1.09894305632863,"B"
2.95939835943978,-1.4650003105332,"B"
2.75607174361842,-2.27861564816442,"B"
2.10327742653789,-1.90504955604554,"B"
2.19053597466786,-1.90737359804898,"B"
1.11776863482852,-1.97893023884583,"B"
3.89764120001822,-1.52882465773211,"B"
1.3570066861478,-0.89064170727807,"B"
2.72836775725947,-1.08152244841169,"B"
1.78946838402954,-1.27210518769457,"B"
2.11282680612502,-2.04370727520112,"B"
3.04074451334126,-0.896700711961151,"B"
