"gene","logFC","AveExpr","P.Value","adj.P.Val"
"ENSG00000152583",4.57485503373123,4.16752647362751,2.19474369797362e-08,0.000204402845451622
"ENSG00000134686",1.38113916066503,6.83953347525461,4.85325851038151e-08,0.000204402845451622
"ENSG00000179094",3.1858702422794,4.42104463640816,5.68182992036994e-08,0.000204402845451622
"ENSG00000125148",2.19807539030345,7.02469485761185,6.36218887677025e-08,0.000204402845451622
"ENSG00000148175",1.4402884856526,8.85665287015356,6.41726878851005e-08,0.000204402845451622
"ENSG00000120129",2.95272386593591,6.64507758000868,8.6626723587124e-08,0.000228339129149865
"ENSG00000196517",-2.21491716314014,3.02695428987251,1.30537337945e-07,0.000228339129149865
"ENSG00000183044",1.1485320366004,4.43268344652633,1.32671912806727e-07,0.000228339129149865
"ENSG00000178695",-2.53096844600963,6.45234766031416,1.4411207394634e-07,0.000228339129149865
"ENSG00000189221",3.33344285668439,5.95118193868927,1.55083196984663e-07,0.000228339129149865
"ENSG00000101347",3.78214672645674,8.13587917768475,1.70211007248356e-07,0.000228339129149865
"ENSG00000162616",1.50907320047042,5.9055452336724,1.72050078475347e-07,0.000228339129149865
"ENSG00000162614",2.03578826348381,7.63847305028851,1.96006805691991e-07,0.000240123414419281
"ENSG00000144369",-1.35721274049682,5.77516823500729,2.30611951447364e-07,0.000262337567053623
"ENSG00000179593",8.0240081602444,-1.47925282495331,2.77811874491199e-07,0.000282998574066373
"ENSG00000096060",4.01124485821691,5.7813838360671,2.91727528337365e-07,0.000282998574066373
"ENSG00000116584",-1.02672312483439,6.63074232762327,3.0208311937262e-07,0.000282998574066373
"ENSG00000077684",1.19734081995141,6.07447018819144,4.16308015097774e-07,0.000355915419219114
"ENSG00000181467",-1.27200249139827,4.74602715317228,4.24613397285142e-07,0.000355915419219114
"ENSG00000114098",1.34035231450079,5.40540731947372,5.53962883434442e-07,0.000404643492473884
"ENSG00000158246",2.33206360967828,1.2909884296543,5.54021263940168e-07,0.000404643492473884
"ENSG00000164647",1.56296210795251,6.28205873090061,5.58970038580023e-07,0.000404643492473884
"ENSG00000164125",1.12420811002684,7.92380481606981,7.64313743867441e-07,0.000499240861832614
"ENSG00000166741",2.18440539643718,8.05401153729058,7.90326704466052e-07,0.000499240861832614
"ENSG00000183160",-1.18629591001764,7.00852369496805,8.12621342401424e-07,0.000499240861832614
"ENSG00000177666",1.09101963369808,6.2095853089242,8.15035941708399e-07,0.000499240861832614
"ENSG00000198624",2.93444925647603,5.91928584602896,9.08865623909839e-07,0.000533048641306154
"ENSG00000139132",2.22717717471974,5.41596363440218,9.37169531368348e-07,0.000533048641306154
"ENSG00000139289",-1.0027932450378,6.44549579022036,1.04242442992853e-06,0.000561009827855959
"ENSG00000163697",1.07943548766763,6.6271122701264,1.07520018726201e-06,0.000561009827855959
"ENSG00000172986",-1.60837638188081,4.93360577824463,1.09200707418905e-06,0.000561009827855959
"ENSG00000123562",1.01836001035768,7.79037911404548,1.2241582600007e-06,0.000600005342924902
"ENSG00000164484",-1.21578510101077,5.12887821895517,1.24326110238112e-06,0.000600005342924902
"ENSG00000135821",2.93248762298986,9.12073542990695,1.30700455038669e-06,0.000612216307925247
"ENSG00000133142",1.54032883839207,6.95086456456222,1.56406315007437e-06,0.00068037219290145
"ENSG00000146592",-2.05406480521607,4.62006011812077,1.59702322728906e-06,0.00068037219290145
"ENSG00000181061",1.20148711647519,6.69509580079902,1.62579939169932e-06,0.00068037219290145
"ENSG00000132970",1.10082766243346,5.84531488085086,1.63776925992882e-06,0.00068037219290145
"ENSG00000163491",-2.52751704588043,2.41439987074482,1.66611299278893e-06,0.00068037219290145
"ENSG00000161647",1.55418878437454,2.75531528809351,1.79364369409842e-06,0.000714139236805286
"ENSG00000119138",2.09054044692179,5.92087715618803,1.91244591219764e-06,0.000737578493577866
"ENSG00000116285",2.41842837093144,6.74491185265835,1.9451398172969e-06,0.000737578493577866
"ENSG00000185950",2.11948383369791,6.13310431297804,2.13032554444409e-06,0.000789013130716665
"ENSG00000163110",1.59897133807659,5.72114501556026,2.30157796712019e-06,0.000833066606917183
"ENSG00000162692",-3.68941391259332,3.57158279177057,2.35706909343587e-06,0.000834192941823549
"ENSG00000113456",0.820576038459389,5.40727546560165,2.47165327946177e-06,0.000839596051746246
"ENSG00000103485",-1.23185316455089,5.21061434938837,2.47777310260414e-06,0.000839596051746246
"ENSG00000108821",-1.32040612484698,12.0605315920438,2.57480936787286e-06,0.000854300291515483
"ENSG00000103196",2.65021147591254,6.57072880621261,2.63983584127424e-06,0.00085800052261497
"ENSG00000112773",-1.19046035294502,4.47092403077557,2.84422536077375e-06,0.000871164355110381
"ENSG00000131389",-2.13961544006066,4.72919313691481,2.91262953883533e-06,0.000871164355110381
"ENSG00000157613",-0.990941082257035,6.94051109756409,2.9432131327659e-06,0.000871164355110381
"ENSG00000132356",0.857282687467716,6.7367126218244,2.94768874739398e-06,0.000871164355110381
"ENSG00000131871",0.677193929956607,5.19949328779047,2.95384121411281e-06,0.000871164355110381
"ENSG00000103502",0.814607747413072,7.22100997293019,3.04422415182667e-06,0.000879868843357064
"ENSG00000174306",1.12655496309909,7.12647267590617,3.0938500080369e-06,0.000879868843357064
"ENSG00000105516",-1.66637604749342,1.76851028523176,3.37953716723655e-06,0.000905092307024629
"ENSG00000134253",-1.99259107182712,2.3642140207614,3.4143819939099e-06,0.000905092307024629
"ENSG00000157110",0.890901415956904,7.04905818829468,3.42481841837265e-06,0.000905092307024629
"ENSG00000221869",1.48302463610262,6.32372111213948,3.496597527578e-06,0.000905092307024629
"ENSG00000110756",1.56120971605921,5.3195247951839,3.51943490829753e-06,0.000905092307024629
"ENSG00000151726",1.6000443865173,5.8671945548219,3.57027552157338e-06,0.000905092307024629
"ENSG00000196975",1.18026683251473,7.71743871802622,3.58036012448522e-06,0.000905092307024629
"ENSG00000162426",1.29734967021385,2.84048855922372,3.83884806296822e-06,0.000955273347669248
"ENSG00000227051",-1.15714506463627,7.6387857505507,3.94981920359925e-06,0.000967766471331103
"ENSG00000124766",-2.3765801549489,5.42761064853134,4.02300535395168e-06,0.000970763382833855
"ENSG00000128311",1.28347995907656,3.74219699682138,4.24233601558813e-06,0.0010037904714732
"ENSG00000112837",-1.84655768561043,6.72293415773017,4.32430326526469e-06,0.0010037904714732
"ENSG00000128923",1.03195024852724,5.95459491464215,4.3717954466346e-06,0.0010037904714732
"ENSG00000087448",1.05058723427949,5.30897043213333,4.41198876071356e-06,0.0010037904714732
"ENSG00000143494",-3.6036635996354,-1.09164048233255,4.4763462407425e-06,0.00100408859478965
"ENSG00000157150",2.97434650371774,2.29028306596651,4.99115041784356e-06,0.00110401474381356
"ENSG00000067369",-0.766921428843081,6.40768691142873,5.11008149073074e-06,0.00111483777837504
"ENSG00000072958",1.07258022375664,6.53336663130806,5.44351599787616e-06,0.00117153291597535
"ENSG00000118689",1.25065702769375,7.7725222882098,5.65476066906743e-06,0.00119055323906734
"ENSG00000019995",0.920604574421743,6.52818114188768,5.77849928800154e-06,0.00119055323906734
"ENSG00000120690",0.911353208084758,5.94147385687226,5.89711791519364e-06,0.00119055323906734
"ENSG00000099860",1.45796208924623,3.91816232022982,5.9443674936568e-06,0.00119055323906734
"ENSG00000122877",-2.90802217128176,-0.938296150618389,6.01671279160467e-06,0.00119055323906734
"ENSG00000169715",2.21140882879201,4.28025826360194,6.08826770603447e-06,0.00119055323906734
"ENSG00000250978",6.08865123569968,-0.751559609600828,6.123670931064e-06,0.00119055323906734
"ENSG00000042286",0.698084335455428,4.7562974414997,6.12993630563368e-06,0.00119055323906734
"ENSG00000145685",-1.24867468873641,6.42176112497575,6.37464702262145e-06,0.00121803025284696
"ENSG00000198795",-0.992611125678209,5.37838454050216,6.43226749805514e-06,0.00121803025284696
"ENSG00000100784",-2.52470065857432,1.53222379731109,6.54244358220228e-06,0.00121803025284696
"ENSG00000162704",0.877772222501811,6.84659863264599,6.57733277312811e-06,0.00121803025284696
"ENSG00000157214",1.98926789278102,6.79063171952546,6.67062667304004e-06,0.00122110805051535
"ENSG00000143320",-1.6510238277488,5.87704097782375,6.86963303119339e-06,0.00124324745062257
"ENSG00000141401",2.30094451773136,4.41145562586384,6.98724955163304e-06,0.00125032512763267
"ENSG00000106976",-1.76634023723328,5.09856620064986,7.07345775756454e-06,0.00125062889339399
"ENSG00000145777",-2.76165130202725,2.23094395766031,7.23647623684935e-06,0.00125062889339399
"ENSG00000173068",-0.878429824974981,6.96233504927611,7.25513231782867e-06,0.00125062889339399
"ENSG00000166482",-0.974644278191684,10.186890911818,7.30305708185614e-06,0.00125062889339399
"ENSG00000185432",2.26860802130986,7.03681666334313,7.47812933532088e-06,0.00126698604036511
"ENSG00000197043",0.914749752031168,9.29366161790515,7.66049789273287e-06,0.00128422199410172
"ENSG00000051108",0.743321339320567,6.6834673568629,8.09531750569012e-06,0.00130138139322395
"ENSG00000143891",-1.13403267567624,4.51843619462479,8.0990875723539e-06,0.00130138139322395
"ENSG00000104756",0.819721007525572,6.31826743758082,8.11287743676471e-06,0.00130138139322395
"ENSG00000135362",1.55409379116381,2.18983338855414,8.20390187043916e-06,0.00130138139322395
"ENSG00000077254",0.886839747522519,6.92951725526776,8.22088251825744e-06,0.00130138139322395
"ENSG00000020577",1.19368909631143,7.05125283376838,8.25314082102339e-06,0.00130138139322395
"ENSG00000246430",2.0471075058081,6.28552290468019,8.51860551935642e-06,0.001330071681385
"ENSG00000136877",0.628109377729033,5.58346525283675,8.61761395588397e-06,0.00133246718312047
"ENSG00000127824",-1.52747070526657,3.20833693257962,8.75340360572268e-06,0.00134044909446865
"ENSG00000187193",3.02929655907354,0.0867474344306111,8.83949167109074e-06,0.00134074042241706
"ENSG00000170214",4.01660782327948,2.08880692049091,9.03528839932145e-06,0.00135750946271314
"ENSG00000253368",1.99553715364035,5.25747471768965,9.30458952363868e-06,0.00138490553975205
"ENSG00000137672",1.9430728770958,4.60240363431718,9.45354259013655e-06,0.0013940474008381
"ENSG00000146006",-4.22030330160141,-0.114863688260842,1.02258374168574e-05,0.0014823472010248
"ENSG00000211445",3.75793649882995,8.07422839880468,1.02402967244596e-05,0.0014823472010248
"ENSG00000152495",-1.31933243592209,1.55743936931295,1.03315672054347e-05,0.0014823472010248
"ENSG00000163513",1.45614641257074,9.08131599351785,1.11978066191384e-05,0.00159228810907498
"ENSG00000169744",-1.33510263839543,4.6906722214191,1.13876343024754e-05,0.00160495100797542
"ENSG00000130066",1.31596668140672,7.42376136221933,1.15491647645226e-05,0.00161343857929638
"ENSG00000103064",1.39091296072515,5.00943032900041,1.18768491471698e-05,0.00164478869145936
"ENSG00000115419",1.18143532671935,7.37064360592957,1.21425713079909e-05,0.00165367352710372
"ENSG00000131242",-2.20259064181778,0.209087416731546,1.2148675290163e-05,0.00165367352710372
"ENSG00000138078",-0.674475039580265,5.77265679215543,1.2258677427197e-05,0.00165450590428424
"ENSG00000177283",2.47876202306442,1.9233292088402,1.25192574834465e-05,0.00167149743645237
"ENSG00000049246",-2.24918768077332,2.7829107293337,1.25944802445237e-05,0.00167149743645237
"ENSG00000171469",-0.668202344976931,4.78234913215112,1.2791039469534e-05,0.00168355450075867
"ENSG00000183722",0.689307682050663,7.09755222941641,1.32396656895018e-05,0.00172831898172956
"ENSG00000138316",-2.44104286246361,4.70454657862803,1.37710313049999e-05,0.00178306865498723
"ENSG00000165995",3.26225417542764,3.68286609326678,1.51161960309687e-05,0.00192953740746407
"ENSG00000154734",2.33914066047245,10.0115907874203,1.52593509183065e-05,0.00192953740746407
"ENSG00000164291",0.832212490957517,4.46249754767185,1.52657109971413e-05,0.00192953740746407
"ENSG00000157510",1.68593754037273,4.25134442240138,1.56238540960979e-05,0.0019542354318267
"ENSG00000173838",3.77981275779081,0.0897823471322934,1.57512499209004e-05,0.0019542354318267
"ENSG00000168917",0.790558879785175,3.42403365080528,1.5829233373455e-05,0.0019542354318267
"ENSG00000168234",0.753008481204635,4.73861206998677,1.7288269797414e-05,0.00209386929349831
"ENSG00000169738",2.08020128717135,4.47706233923603,1.7302906495391e-05,0.00209386929349831
"ENSG00000164933",0.845040872693562,4.37163588853196,1.73546870991948e-05,0.00209386929349831
"ENSG00000116001",-0.512840501781715,5.94482878445701,1.87516603992793e-05,0.00223899084263946
"ENSG00000177674",1.10345845962088,5.02311725838822,1.89627819779435e-05,0.00223899084263946
"ENSG00000164105",1.21541013144182,4.51735755497965,1.89792643323073e-05,0.00223899084263946
"ENSG00000155130",-1.20818741392826,7.91787729225904,1.94315004114892e-05,0.00225841668091259
"ENSG00000012048",-1.23832375956395,3.2417175226274,1.94436020550397e-05,0.00225841668091259
"ENSG00000114745",0.543246862042934,5.50092046765772,1.9569352126456e-05,0.00225841668091259
"ENSG00000067082",1.08819289640126,7.13061769616492,1.98641695821084e-05,0.00227594794794718
"ENSG00000143344",-1.07540139623692,5.54955078975466,2.04718630462798e-05,0.00231651598346124
"ENSG00000003402",1.18122778214165,6.76656084353863,2.05091519319374e-05,0.00231651598346124
"ENSG00000149792",-0.54731939773689,4.97447701651834,2.08361422584125e-05,0.00232866902571978
"ENSG00000152332",0.654382259218864,7.08350196547605,2.09091843951983e-05,0.00232866902571978
"ENSG00000173221",0.999808353765427,6.44464748653967,2.10732396754176e-05,0.00233064177132431
"ENSG00000134243",2.18782086490174,7.57003267079267,2.19321605243939e-05,0.00240729506373129
"ENSG00000172831",-0.548165212723296,5.78444735718179,2.22369738311468e-05,0.00240729506373129
"ENSG00000198431",1.51001325874101,9.83435291605962,2.23407781914197e-05,0.00240729506373129
"ENSG00000183508",-2.51954181549493,1.53715691345181,2.23709449599542e-05,0.00240729506373129
"ENSG00000119139",1.93796942266221,7.52878741426514,2.27936903039994e-05,0.00243632424014425
"ENSG00000197860",0.777741836683327,4.56091413352598,2.31673043536547e-05,0.00245974992757537
"ENSG00000157514",3.22539097860277,5.78608542534579,2.35642470451158e-05,0.00248099609975642
"ENSG00000102804",1.19607398170307,7.84825905976274,2.36789782219626e-05,0.00248099609975642
"ENSG00000163378",1.24535723179533,6.25137635352354,2.41282022700509e-05,0.00251154084544333
"ENSG00000124496",-0.836534896669206,4.43871602252265,2.55361889914573e-05,0.00264083990829837
"ENSG00000124702",0.599360562095277,5.58003960645333,2.59888918784279e-05,0.00265392177619577
"ENSG00000146373",1.06755785560661,5.15062358300693,2.60286485204512e-05,0.00265392177619577
"ENSG00000179820",1.47943116866907,7.26312101653617,2.63942652576473e-05,0.00265392177619577
"ENSG00000078053",1.15327788272401,3.9495331590896,2.65318879908446e-05,0.00265392177619577
"ENSG00000165802",0.93803541390329,6.14280759795631,2.68027595552179e-05,0.00265392177619577
"ENSG00000087116",0.690899567367134,7.66322336234735,2.68118133278412e-05,0.00265392177619577
"ENSG00000167549",2.273778825671,6.05124748539327,2.69896369812719e-05,0.00265392177619577
"ENSG00000112576",0.922168604103868,4.7999388477112,2.69958136219839e-05,0.00265392177619577
"ENSG00000185813",1.10099498184489,4.34012791088695,2.7531639933704e-05,0.0026899932367127
"ENSG00000182199",-0.713229008781961,5.93273767345018,2.79026473848093e-05,0.00270961928201508
"ENSG00000182197",-0.863630351342112,7.88570611250582,2.81751253440747e-05,0.00271949724987718
"ENSG00000136997",0.834966965258109,5.05613752736996,2.90441345389972e-05,0.00274562957339626
"ENSG00000149218",1.90706185164594,6.21721159827534,2.92586046384236e-05,0.00274562957339626
"ENSG00000105835",1.05489750699066,6.84412583033946,2.9303984286151e-05,0.00274562957339626
"ENSG00000173110",-2.46960988555979,-1.12603195772096,2.93816492652392e-05,0.00274562957339626
"ENSG00000143786",-1.48491282952421,1.673346724036,2.94695059223609e-05,0.00274562957339626
"ENSG00000108960",1.6769655223578,6.07877727039657,2.95794038984652e-05,0.00274562957339626
"ENSG00000176771",-2.25461906344612,1.9118244492178,2.96678387523349e-05,0.00274562957339626
"ENSG00000091527",0.759049691049561,7.77899157853496,2.98250606679363e-05,0.00274562957339626
"ENSG00000134318",0.803778995617417,7.67018976841934,3.01295755938338e-05,0.00275772195923791
"ENSG00000074590",1.33504993461033,4.10001215244859,3.12034637418634e-05,0.00283969350601666
"ENSG00000189184",-0.899264135269204,8.17140949398854,3.19053107796379e-05,0.00288706806520746
"ENSG00000125848",-2.42399731783888,2.54467745676882,3.24767240939955e-05,0.00292217123119193
"ENSG00000114450",0.929758553054317,5.56207746601423,3.34332538409107e-05,0.00296112424717691
"ENSG00000181027",0.627841189535563,4.60994426511568,3.3519737785373e-05,0.00296112424717691
"ENSG00000169750",1.46613458807621,1.60331070373352,3.35399933059749e-05,0.00296112424717691
"ENSG00000108604",1.24919664430284,6.51696334078038,3.38751842180837e-05,0.00296112424717691
"ENSG00000026950",-0.903628408769591,5.02930596031466,3.40314160859389e-05,0.00296112424717691
"ENSG00000226137",-0.589025530896446,4.44984232765052,3.40436098406118e-05,0.00296112424717691
"ENSG00000109881",-1.318175540548,1.50190546078401,3.4211155436428e-05,0.00296112424717691
"ENSG00000116132",-0.773642161705407,7.97167975952937,3.44619413691116e-05,0.00296670744997012
"ENSG00000114853",0.738872033946692,7.25355208679206,3.50036423542994e-05,0.00299713982868049
"ENSG00000150907",2.22942887323172,4.53346379085206,3.53215115329531e-05,0.00299741871284389
"ENSG00000147119",1.52407858153159,4.18736259240621,3.55034474509141e-05,0.00299741871284389
"ENSG00000173517",0.980841448331986,8.4540372318638,3.55715268571829e-05,0.00299741871284389
"ENSG00000166526",-0.585709474893049,4.23662917589429,3.57851285734809e-05,0.00299954714558556
"ENSG00000109906",7.38509769847735,1.38134434750964,3.61614973821541e-05,0.00301522516915281
"ENSG00000188215",0.731555292553913,4.66810441553422,3.63804502718896e-05,0.00301768255744851
"ENSG00000066322",0.517691973729853,5.57713000807883,3.68947990381186e-05,0.00304241904842839
"ENSG00000102984",-1.40060564663051,1.91437199166626,3.7060736870219e-05,0.00304241904842839
"ENSG00000205978",-1.16495330099016,6.09961049570776,3.72931305567225e-05,0.0030457969089557
"ENSG00000142327",0.5986884975287,5.45875069059121,3.76603783284046e-05,0.00306009788397026
"ENSG00000172465",1.01183657514306,4.11123461943406,3.81768824625709e-05,0.00308631994974063
"ENSG00000131446",0.857732650434393,7.90258525432092,3.86535528967932e-05,0.00309379990231906
"ENSG00000243742",-2.15244710134082,-0.34234785137217,3.8755480639924e-05,0.00309379990231906
"ENSG00000162643",-1.60294068068574,1.83144799892128,3.91257186999181e-05,0.00309379990231906
"ENSG00000126861",-1.77846969489582,3.58635072741234,3.91728236508387e-05,0.00309379990231906
"ENSG00000158079",0.925191964683513,3.77187695698683,3.92407120600559e-05,0.00309379990231906
"ENSG00000182010",-1.86253453006985,2.15494950204816,3.94381231496373e-05,0.00309404704079371
"ENSG00000106615",0.947961828366702,6.59493816430679,4.04578654807018e-05,0.00315667557500799
"ENSG00000155962",-1.31686905303542,4.09338963689905,4.06328326558231e-05,0.00315667557500799
"ENSG00000100626",-1.00894827825012,4.27257728037771,4.08561170554616e-05,0.00315861417585088
"ENSG00000148120",1.08498602524345,5.00724406306883,4.13522939603699e-05,0.00318152963097996
"ENSG00000143878",1.2194874844846,7.14064786159295,4.15930275138569e-05,0.0031846661355081
"ENSG00000236104",-0.657396330505694,4.15955658741602,4.18674790082356e-05,0.00319034196500077
"ENSG00000135862",0.801380784633615,10.5754345404991,4.30140840314549e-05,0.003261223601324
"ENSG00000198960",-0.651213037485907,4.82012015527047,4.32628134986818e-05,0.003261223601324
"ENSG00000147130",-0.594722467641573,5.53204418018305,4.34678971267598e-05,0.003261223601324
"ENSG00000134684",-0.7505090503107,5.79227615212218,4.36167667387927e-05,0.003261223601324
"ENSG00000128699",1.00070302638975,6.34321403291719,4.42750562597395e-05,0.00329497451398416
"ENSG00000138074",1.19344439516489,4.21413089683388,4.45913056311258e-05,0.00330307503944795
"ENSG00000185022",1.26313739148705,4.76688040365011,4.50603867998458e-05,0.00331196793846774
"ENSG00000152463",3.57163307708326,-2.35535726720741,4.52079364022524e-05,0.00331196793846774
"ENSG00000254332",0.861603029647711,6.28619729461131,4.54025591792263e-05,0.00331196793846774
"ENSG00000264885",0.970162441058907,3.88392962854877,4.55431984506113e-05,0.00331196793846774
"ENSG00000182552",1.11055206392526,5.39721754115925,4.61067769892061e-05,0.00333771150150044
"ENSG00000114270",1.22293527002441,6.03381527883324,4.77931271606753e-05,0.00342033976181994
"ENSG00000174437",1.32040117539945,8.76777472213632,4.78265583801652e-05,0.00342033976181994
"ENSG00000134294",1.20791222873446,9.76912879042137,4.7892488188236e-05,0.00342033976181994
"ENSG00000196152",-0.798076111259098,2.60666654495709,4.8618081681293e-05,0.00345665878953693
"ENSG00000141298",1.23549262463196,6.44066077594057,4.9876104028895e-05,0.0035096082192575
"ENSG00000074047",-0.901655083281565,4.01513773629588,4.99634049106034e-05,0.0035096082192575
"ENSG00000128342",-2.52544491797321,2.26649649643228,5.00623750961723e-05,0.0035096082192575
"ENSG00000108830",-2.35061487108106,2.4018191590443,5.02442969980353e-05,0.0035096082192575
"ENSG00000231991",0.678320330152896,7.11584538441409,5.07884230752475e-05,0.00353212413055193
"ENSG00000168890",0.907267759669912,4.46909510741769,5.11455995951622e-05,0.00353420135868261
"ENSG00000124151",1.34908511614128,6.01330520803883,5.20334404089019e-05,0.00353420135868261
"ENSG00000157152",3.4126865523889,0.297892092275082,5.2448180054693e-05,0.00353420135868261
"ENSG00000084090",1.25633946076733,7.24490191118809,5.27993993303656e-05,0.00353420135868261
"ENSG00000079462",-1.0342821634476,1.36988890871351,5.28066316757502e-05,0.00353420135868261
"ENSG00000125503",0.650190640872315,6.88553113898377,5.28752587194348e-05,0.00353420135868261
"ENSG00000140450",-0.743792903989317,5.8434473516901,5.30334558301171e-05,0.00353420135868261
"ENSG00000114670",-1.24196651096507,2.96482528201534,5.30694348465733e-05,0.00353420135868261
"ENSG00000071282",1.60503059732451,7.17805091986564,5.31060325461997e-05,0.00353420135868261
"ENSG00000089041",-1.9681155509503,1.83343959506293,5.33647738239637e-05,0.00353420135868261
"ENSG00000009413",1.09740886744904,8.3516600619917,5.33735708935781e-05,0.00353420135868261
"ENSG00000196155",-1.41102598316487,3.31976699518454,5.3481258787047e-05,0.00353420135868261
"ENSG00000165821",-0.825057929790414,3.9350534530612,5.51916089778175e-05,0.00362663848459462
