"pos","neglogp"
1e+05,0.421920273579991
105063.291139241,0.242226711049256
110126.582278481,0.639368038110821
115189.873417722,0.392861028207778
120253.164556962,0.110303480717347
125316.455696203,0.121018239018618
130379.746835443,0.120778024236807
135443.037974684,0.203188764895731
140506.329113924,0.067543208707895
145569.620253165,0.00214896065976437
150632.911392405,0.221630575641079
155696.202531646,0.472538912721778
160759.493670886,0.344589067481597
165822.784810127,0.0906453878777652
170886.075949367,0.379638435380306
175949.367088608,0.221349131265222
181012.658227848,1.27796174959816
186075.949367089,0.485559127318262
191139.240506329,0.184180704296612
196202.53164557,0.0749906382567146
201265.82278481,0.636174837596672
206329.113924051,0.0136044326271711
211392.405063291,0.159680683241273
216455.696202532,0.0554208762920374
221518.987341772,0.0960376459299019
226582.278481013,0.409251874565508
231645.569620253,0.101567624552309
236708.860759494,0.00593369820799161
241772.151898734,0.162512881905881
246835.443037975,0.149519708007114
251898.734177215,0.11328850506733
256962.025316456,0.844878705850419
262025.316455696,0.170656627463776
267088.607594937,0.00638433972828947
272151.898734177,7.5
277215.189873418,8.2
282278.481012658,6.9
287341.772151899,5.8
292405.063291139,0.029029750119411
297468.35443038,0.022402236415505
302531.64556962,0.414428331220501
307594.936708861,0.373223558115125
312658.227848101,0.0298606868128904
317721.518987342,0.32064369359675
322784.810126582,1.28962185920529
327848.101265823,0.826555315217002
332911.392405063,0.299553119855715
337974.683544304,0.33809308659526
343037.974683544,0.0127854845301673
348101.265822785,1.0063153449627
353164.556962025,0.182685632773086
358227.848101266,1.09266378976486
363291.139240506,2.5186268748596
368354.430379747,1.07891135207032
373417.721518987,0.345273571868284
378481.012658228,1.84488306683217
383544.303797468,0.130984529006735
388607.594936709,1.5319212785523
393670.886075949,0.450085073082582
398734.17721519,0.58171779719141
403797.46835443,0.268100043043875
408860.759493671,0.279216488358345
413924.050632911,0.0548335902150182
418987.341772152,0.156778586470335
424050.632911392,0.0856389534037184
429113.924050633,0.00421963228757956
434177.215189873,0.147666897615817
439240.506329114,0.187390792206945
444303.797468354,0.00798829914200763
449367.088607595,0.377231748207099
454430.379746835,0.124423247847344
459493.670886076,0.366504604405802
464556.962025316,0.888864035969419
469620.253164557,0.293146457746225
474683.544303797,0.444765383010013
479746.835443038,0.238794845004448
484810.126582279,0.984242319780538
489873.417721519,0.411891693717824
494936.70886076,0.00393898942194833
5e+05,0.693958272256914
