"x","y","domain","score"
3.29107855213806,3.87327376520261,"Epithelium",1.30278414295701
0.555051392875612,7.56747896084562,"Epithelium",1.96613503957716
1.24802590580657,2.64165646163747,"Epithelium",0.169093270533765
9.9917639628984,2.5503148091957,"Epithelium",2.57598089646413
4.24520156113431,6.27221514936537,"Epithelium",0.000891794647837618
9.73423400195315,9.74604571936652,"Epithelium",2.60868030917296
6.01572101004422,9.43053357768804,"Epithelium",0.207251424208929
9.14651395287365,4.15190698346123,"Epithelium",0.731057972318247
8.05546314222738,5.06568900542334,"Epithelium",2.30215471854218
0.438084008637816,9.40162742743269,"Epithelium",-0.880759859595325
3.88647786108777,5.03794285003096,"Epithelium",0.428687553442359
7.92200459865853,7.96029297634959,"Epithelium",0.2642997740458
8.6920204013586,5.23789051687345,"Epithelium",1.13016815173109
4.59987276000902,3.06999651482329,"Epithelium",-0.0719431810737263
0.562574651557952,7.43037671549246,"Epithelium",3.17535432422748
5.48953893827274,6.16515656933188,"Epithelium",0.873063982729903
9.037769024726,4.49603428831324,"Epithelium",-0.0385228541764178
4.10756405442953,3.23994874022901,"Epithelium",0.926859513382124
7.90308296913281,6.16242322139442,"Epithelium",1.12118551548034
3.07966540800408,3.93212295835838,"Epithelium",0.00484841829046467
7.63462246861309,6.032006572932,"Epithelium",1.30468252679746
3.34526219870895,5.16503793187439,"Epithelium",1.17712237346441
4.44579377770424,3.67403730517253,"Epithelium",0.906485064762801
6.61015373887494,7.03337711514905,"Epithelium",1.06070254192312
3.63345341058448,9.15592033648863,"Epithelium",1.17001421135387
6.47057784954086,3.0797020974569,"Epithelium",-0.0602257150672243
8.40931383892894,6.83189966948703,"Epithelium",2.28349460569377
5.39368233410642,3.40394411468878,"Epithelium",-0.498634380536744
3.58823624672368,0.0157474889419973,"Epithelium",2.99282686465474
7.77278096415102,6.52707389323041,"Epithelium",-0.897078017832645
7.42588680470362,9.73250222858042,"Epithelium",1.00697503560271
4.03399750823155,2.72406467236578,"Epithelium",1.58276798755035
2.72712619742379,9.0354066924192,"Epithelium",0.61274855265513
5.72988164611161,8.20945754647255,"Epithelium",3.13456631623419
6.1142323166132,8.32868779543787,"Epithelium",1.28478620103378
7.78824722394347,4.72186254104599,"Epithelium",0.979962940583115
5.4084905446507,5.26516179786995,"Epithelium",0.761505220085604
5.03113550366834,1.29151521017775,"Epithelium",0.922851378378352
9.56000736448914,2.27896108059213,"Epithelium",-0.0385701286686553
0.629276686813682,4.83364419778809,"Epithelium",0.612545887020773
4.7313582431525,1.32409868529066,"Epithelium",-0.296983207338389
4.26224749535322,0.72384562343359,"Epithelium",0.181854249902533
7.48948203399777,6.67561562731862,"Epithelium",1.22574966032834
8.90723139978945,2.28524806210771,"Epithelium",1.47684497387391
0.0718020787462592,8.25759764993563,"Epithelium",1.18948522835148
1.68553038965911,9.01395390974358,"Epithelium",0.344312192332843
2.98074944876134,3.55689906515181,"Epithelium",0.504001952526673
5.62166002346203,0.768836063798517,"Epithelium",1.74465957347892
7.32132205739617,3.36028306744993,"Epithelium",-0.570637971506297
2.2959029651247,9.60248802090064,"Epithelium",2.45744028273702
7.59393745288253,12.0233652796596,"Stroma",0.871444872558738
10.5106090269983,5.76300192438066,"Stroma",3.15072243495982
13.5795119516551,12.4478863719851,"Stroma",2.36542450045559
13.5906746163964,11.4784805066884,"Stroma",0.802725579079176
13.1720166746527,10.9326111488044,"Stroma",2.82891757530402
12.1852704565972,12.4608022030443,"Stroma",3.81268377700069
8.9519230555743,11.8948369398713,"Stroma",3.08054845746419
9.60556173697114,6.40881375595927,"Stroma",3.18111676690318
11.6812963653356,6.97243007086217,"Stroma",2.19565390392402
10.704084854573,8.1705883666873,"Stroma",3.73608475447412
7.43986238352954,12.6702738329768,"Stroma",2.54112737640885
7.01298069953918,9.8053322583437,"Stroma",1.52174326116487
9.00870259478688,12.9882722925395,"Stroma",2.53095742646692
11.1662415340543,5.47045788541436,"Stroma",0.671201916383136
7.4935309831053,9.98388476669788,"Stroma",3.20563790490586
6.10377937927842,7.49520765431225,"Stroma",1.61127895158337
6.09683211147785,11.4527720846236,"Stroma",3.49710948023457
8.60379713959992,12.5567409768701,"Stroma",2.49265991181378
11.4109273329377,9.84423735365272,"Stroma",4.86728050675873
6.30297912470996,7.16321157105267,"Stroma",2.25600173481414
7.31906954571605,9.14697060920298,"Stroma",1.97508923521883
6.5518109742552,12.355916544795,"Stroma",3.35058409399845
7.62253250926733,10.635923307389,"Stroma",1.96643539962093
12.5430133491755,11.7717463020235,"Stroma",3.08593308278094
6.26952856220305,11.3805767577142,"Stroma",2.68663595524822
12.4743472654372,5.49154534563422,"Stroma",1.92459776093411
13.866445325315,12.9951123800129,"Stroma",2.22916588550623
6.05873703956604,8.74171750992537,"Stroma",3.87604617872369
12.5189921017736,10.038754131645,"Stroma",3.22914307654223
10.6202906966209,6.83677087537944,"Stroma",4.42750638468174
9.38086930289865,8.92076097615063,"Stroma",1.22566005334031
12.1618112549186,6.34692655876279,"Stroma",2.18673968929876
9.31068435870111,12.8029293864965,"Stroma",3.98725073613
11.0979916807264,5.355622459203,"Stroma",2.61890095102155
9.02114941366017,11.4455446247011,"Stroma",1.15680453399255
13.415555505082,5.06654851697385,"Stroma",3.07414442646773
8.87417784333229,8.51254166290164,"Stroma",3.609390155322
10.6853395607322,8.55736621469259,"Stroma",1.74522977742236
10.013536343351,7.97872358933091,"Stroma",2.39981133755003
7.26671072654426,12.02786786668,"Stroma",1.36301249155676
7.97801459208131,6.93344617262483,"Stroma",3.91957644096445
8.04336605779827,10.238119341433,"Stroma",2.9371515201524
6.3251662645489,8.364671504125,"Stroma",2.36902944645889
9.49234779179096,10.5287403836846,"Stroma",2.5420737829564
12.5333336666226,11.0013356376439,"Stroma",0.627185164801612
9.1270075570792,5.94887292571366,"Stroma",3.6031092830507
6.29657850041986,12.8701527323574,"Stroma",2.18803365848922
8.62837590649724,12.8471020758152,"Stroma",1.82396374631513
8.38878041319549,9.81609223783016,"Stroma",3.19419758377389
8.51279806904495,7.07742115855217,"Stroma",2.37706657336576
