"gene","log2FC","pvalue","padj","pct.1","pct.2","method","contrast"
"S100a9",5.65774196332857,0,0,0.483,0.019,"macrophage_FindMarkers","CLP vs Steady"
"CT010467.1",-4.02602795356579,0,0,0.553,0.839,"macrophage_FindMarkers","CLP vs Steady"
"Mir6236",-2.13985109460903,0,0,0.668,0.952,"macrophage_FindMarkers","CLP vs Steady"
"Rpl38",0.945479144886021,0,0,0.952,0.934,"macrophage_FindMarkers","CLP vs Steady"
"C1qb",0.659940052636469,0,0,0.984,0.968,"macrophage_FindMarkers","CLP vs Steady"
"mt-Rnr1",-2.3490874022861,0,0,0.992,0.995,"macrophage_FindMarkers","CLP vs Steady"
"S100a8",5.46702958039584,2.48361582633548e-314,6.64615595127375e-310,0.433,0.014,"macrophage_FindMarkers","CLP vs Steady"
"Rpl41",0.743881163381536,2.18784286771913e-307,5.85466751401638e-303,0.967,0.961,"macrophage_FindMarkers","CLP vs Steady"
"C1qa",0.621787238883432,1.49723580070932e-297,4.00660300269813e-293,0.981,0.964,"macrophage_FindMarkers","CLP vs Steady"
"Ifitm2",1.02860567267299,8.2796210152976e-281,2.21562658369364e-276,0.961,0.935,"macrophage_FindMarkers","CLP vs Steady"
"Rps21",0.669443656788579,1.14001607993309e-272,3.05068302990096e-268,0.964,0.957,"macrophage_FindMarkers","CLP vs Steady"
"Fcer1g",0.718496182529653,4.12513861526356e-272,1.10388709344453e-267,0.972,0.956,"macrophage_FindMarkers","CLP vs Steady"
"Lars2",-1.78297563815125,6.72754086540652e-269,1.80028993558278e-264,0.511,0.81,"macrophage_FindMarkers","CLP vs Steady"
"Rpl37",0.714223376910457,4.34468269636271e-258,1.16263708954666e-253,0.957,0.951,"macrophage_FindMarkers","CLP vs Steady"
"Gm42418",-1.63382793186737,1.28995386950466e-256,3.45191655479446e-252,0.999,0.995,"macrophage_FindMarkers","CLP vs Steady"
"Cyba",0.766434387668124,7.26288530883265e-252,1.94354810864362e-247,0.951,0.94,"macrophage_FindMarkers","CLP vs Steady"
"Gm10076",1.38887064565904,5.8349245915749e-250,1.56142582070544e-245,0.83,0.643,"macrophage_FindMarkers","CLP vs Steady"
"Rpl37a",0.643569750953234,6.37625794423754e-248,1.70628662587797e-243,0.965,0.961,"macrophage_FindMarkers","CLP vs Steady"
"Rpl6",0.663226168331407,7.90045609688614e-241,2.11416205152673e-236,0.954,0.954,"macrophage_FindMarkers","CLP vs Steady"
"Rpl39",0.698941753658149,4.27331792879735e-239,1.14353987774617e-234,0.952,0.944,"macrophage_FindMarkers","CLP vs Steady"
"Saa3",11.5663234159013,1.41935242142604e-235,3.79818707973609e-231,0.325,0.004,"macrophage_FindMarkers","CLP vs Steady"
"Rps29",0.642003027254055,2.91181196910359e-234,7.79200882932122e-230,0.987,0.982,"macrophage_FindMarkers","CLP vs Steady"
"Rpl21",0.610853178786024,2.81777290646686e-217,7.54036029770531e-213,0.957,0.95,"macrophage_FindMarkers","CLP vs Steady"
"Rps8",0.557998539315586,6.26489614546546e-217,1.67648620852656e-212,0.972,0.971,"macrophage_FindMarkers","CLP vs Steady"
"Fau",0.60839881002115,3.14317623732804e-216,8.41113961108983e-212,0.979,0.978,"macrophage_FindMarkers","CLP vs Steady"
"Rps26",0.824326703340802,4.30602885720816e-212,1.1522933221889e-207,0.94,0.921,"macrophage_FindMarkers","CLP vs Steady"
"Tyrobp",0.566193430855692,5.75997721884803e-212,1.54136990376373e-207,0.969,0.957,"macrophage_FindMarkers","CLP vs Steady"
"Rps28",0.691576714603005,1.19668340973828e-209,3.20232480445962e-205,0.949,0.944,"macrophage_FindMarkers","CLP vs Steady"
"Mycbp2",-0.968838512879459,2.67040427569736e-208,7.14600184176613e-204,0.671,0.874,"macrophage_FindMarkers","CLP vs Steady"
"Cxcl13",6.67305070848074,6.48306681703451e-206,1.73486868023843e-201,0.289,0.006,"macrophage_FindMarkers","CLP vs Steady"
"Hspa1a",-1.89253941027036,3.63837472172922e-205,9.7362907553474e-201,0.349,0.667,"macrophage_FindMarkers","CLP vs Steady"
"Rpl36",0.670623601211895,2.32194779956038e-201,6.21353231162357e-197,0.942,0.93,"macrophage_FindMarkers","CLP vs Steady"
"Fpr1",6.09078876543497,6.74807446431486e-198,1.80578472665066e-193,0.284,0.008,"macrophage_FindMarkers","CLP vs Steady"
"Clic1",0.721016959226135,2.53613222138833e-196,6.78668982443518e-192,0.926,0.911,"macrophage_FindMarkers","CLP vs Steady"
"Gapdh",0.968614527054223,6.50065381460628e-194,1.73957496078864e-189,0.914,0.867,"macrophage_FindMarkers","CLP vs Steady"
"Hnrnph1",-1.12161070382829,1.35878750900918e-192,3.63611537410856e-188,0.539,0.797,"macrophage_FindMarkers","CLP vs Steady"
"Rpl35",0.760636049017817,1.58603480459194e-191,4.24422913708802e-187,0.916,0.895,"macrophage_FindMarkers","CLP vs Steady"
"Rps27a",0.60085124816377,3.04213430337855e-186,8.14075139584101e-182,0.965,0.958,"macrophage_FindMarkers","CLP vs Steady"
"Rpl35a",0.547317217592729,1.47284830917589e-184,3.94134207535468e-180,0.954,0.951,"macrophage_FindMarkers","CLP vs Steady"
"Ifi27l2a",1.14147816692086,9.76996114996755e-183,2.61444160373132e-178,0.968,0.941,"macrophage_FindMarkers","CLP vs Steady"
"Macf1",-0.891623398156943,4.72459532676808e-180,1.26430170944314e-175,0.734,0.889,"macrophage_FindMarkers","CLP vs Steady"
"C1qc",0.472347564706976,3.62910140416435e-179,9.7114753575438e-175,0.969,0.961,"macrophage_FindMarkers","CLP vs Steady"
"Rps20",0.608698558215352,4.57986720837729e-174,1.22557246496176e-169,0.961,0.957,"macrophage_FindMarkers","CLP vs Steady"
"Rpl34",0.532772381395064,2.77146586740754e-169,7.41644266118259e-165,0.949,0.95,"macrophage_FindMarkers","CLP vs Steady"
"Rpl23",0.500353964937814,7.30657954413846e-169,1.95524068601145e-164,0.976,0.974,"macrophage_FindMarkers","CLP vs Steady"
"Ifi30",1.13954705822169,1.72323683332646e-167,4.61138176598161e-163,0.844,0.751,"macrophage_FindMarkers","CLP vs Steady"
"Zfp36l2",-0.720850900250487,3.25147899596188e-167,8.70095779319398e-163,0.857,0.933,"macrophage_FindMarkers","CLP vs Steady"
"Atp5e",0.781636723234077,1.01311297420282e-166,2.71109031896675e-162,0.899,0.861,"macrophage_FindMarkers","CLP vs Steady"
"Rps24",0.501796065420306,2.60201015688166e-166,6.96297917981534e-162,0.979,0.978,"macrophage_FindMarkers","CLP vs Steady"
"mt-Rnr2",-0.886181814033622,3.14144458149369e-164,8.40650570007711e-160,0.999,0.998,"macrophage_FindMarkers","CLP vs Steady"
"Ms4a6d",1.14363739664227,5.36854059354137e-164,1.43662146283167e-159,0.811,0.724,"macrophage_FindMarkers","CLP vs Steady"
"Ftl1",0.528773715066658,1.00740417498298e-163,2.69581357225447e-159,0.993,0.986,"macrophage_FindMarkers","CLP vs Steady"
"Ccl8",3.19250108239382,1.37532803392329e-163,3.68037781877872e-159,0.463,0.174,"macrophage_FindMarkers","CLP vs Steady"
"Hsp90aa1",-1.01374996148018,2.00393302176587e-163,5.36252476624546e-159,0.708,0.867,"macrophage_FindMarkers","CLP vs Steady"
"Uba52",1.38981448854405,4.30815743415457e-161,1.15286292937976e-156,0.738,0.51,"macrophage_FindMarkers","CLP vs Steady"
"Btg2",-0.93214155441544,8.84417570441581e-160,2.36670141850167e-155,0.869,0.944,"macrophage_FindMarkers","CLP vs Steady"
"Rock2",-0.907283193979322,1.04629972189757e-158,2.7998980557979e-154,0.691,0.872,"macrophage_FindMarkers","CLP vs Steady"
"Brd2",-0.954893855349285,1.1636776292455e-156,3.11400133586095e-152,0.653,0.839,"macrophage_FindMarkers","CLP vs Steady"
"Rpsa",0.6564087457793,2.04262288986008e-154,5.46605885326558e-150,0.955,0.947,"macrophage_FindMarkers","CLP vs Steady"
"Arpc1b",0.530459336103389,7.57669565780329e-152,2.02752375802816e-147,0.943,0.941,"macrophage_FindMarkers","CLP vs Steady"
"Dnaja1",-1.00944225210207,8.68765943837812e-151,2.32481766570998e-146,0.609,0.817,"macrophage_FindMarkers","CLP vs Steady"
"Rac2",1.23435158025403,3.83565329361708e-148,1.02642082137193e-143,0.804,0.707,"macrophage_FindMarkers","CLP vs Steady"
"Kmt2a",-1.11450139807952,2.00072572363661e-147,5.35394203645157e-143,0.482,0.747,"macrophage_FindMarkers","CLP vs Steady"
"Ciita",-1.93119602133811,9.82468662297326e-147,2.62908614030764e-142,0.154,0.452,"macrophage_FindMarkers","CLP vs Steady"
"Fosb",-0.967406256477334,1.16668777692217e-146,3.12205649104372e-142,0.717,0.869,"macrophage_FindMarkers","CLP vs Steady"
"Rpl30",0.481368315848993,1.28674370694943e-145,3.44332615979668e-141,0.935,0.933,"macrophage_FindMarkers","CLP vs Steady"
"Rpl28",0.494360417851444,1.52538280256163e-145,4.08192437965492e-141,0.954,0.957,"macrophage_FindMarkers","CLP vs Steady"
"Kmt2e",-0.822819573758995,2.49291426969291e-145,6.67103858569823e-141,0.686,0.86,"macrophage_FindMarkers","CLP vs Steady"
"Bptf",-0.860607147175426,3.0343142339675e-144,8.11982489009702e-140,0.588,0.802,"macrophage_FindMarkers","CLP vs Steady"
"Qk",-0.62706808338227,7.40426732975255e-144,1.98138193744178e-139,0.814,0.919,"macrophage_FindMarkers","CLP vs Steady"
"Hspa1b",-2.22653565971163,6.98740151337415e-143,1.86982864497892e-138,0.15,0.429,"macrophage_FindMarkers","CLP vs Steady"
"Kctd12",-0.708925872595958,2.84382909982713e-141,7.61008667113739e-137,0.848,0.934,"macrophage_FindMarkers","CLP vs Steady"
"Serf2",0.720938520108338,1.77711068159207e-139,4.75554818394037e-135,0.878,0.844,"macrophage_FindMarkers","CLP vs Steady"
"Mgl2",-0.848527773960794,1.31701883615123e-138,3.5243424055407e-134,0.643,0.88,"macrophage_FindMarkers","CLP vs Steady"
"Ddx17",-0.913451761745351,2.68015128155084e-138,7.17208482943005e-134,0.519,0.765,"macrophage_FindMarkers","CLP vs Steady"
"Acp5",3.68387707146087,3.53036327227028e-138,9.44725211659527e-134,0.329,0.088,"macrophage_FindMarkers","CLP vs Steady"
"Gng5",0.568661830137092,5.62867154710425e-138,1.5062325060051e-133,0.921,0.914,"macrophage_FindMarkers","CLP vs Steady"
"BC005537",-0.742781781695265,5.20691579095048e-136,1.39337066565835e-131,0.763,0.899,"macrophage_FindMarkers","CLP vs Steady"
"Atox1",0.843329602930946,2.83026312764111e-135,7.5737841295676e-131,0.87,0.826,"macrophage_FindMarkers","CLP vs Steady"
"Ccl24",-1.41148198509547,6.40434012226252e-135,1.71380141671745e-130,0.393,0.661,"macrophage_FindMarkers","CLP vs Steady"
"Cox4i1",0.509808705549041,1.738779701826e-134,4.65297448208638e-130,0.935,0.933,"macrophage_FindMarkers","CLP vs Steady"
"Rpl22",0.503701522073076,2.1685136386394e-134,5.80294249699902e-130,0.931,0.935,"macrophage_FindMarkers","CLP vs Steady"
"Cox7c",0.719009944568577,1.32392486590361e-132,3.54282294115806e-128,0.878,0.839,"macrophage_FindMarkers","CLP vs Steady"
"Nufip2",-0.927779496181254,8.61908348446333e-132,2.30646674044239e-127,0.525,0.753,"macrophage_FindMarkers","CLP vs Steady"
"Alox5ap",0.629544966596882,2.17040986739224e-131,5.80801680514163e-127,0.925,0.9,"macrophage_FindMarkers","CLP vs Steady"
"Arpc3",0.612593208190237,4.91428569492955e-131,1.31506285196315e-126,0.902,0.889,"macrophage_FindMarkers","CLP vs Steady"
"Sfpq",-0.761857763555884,1.85426993658963e-130,4.96202635031386e-126,0.682,0.852,"macrophage_FindMarkers","CLP vs Steady"
"Csf1r",-0.439402038963467,6.69806215595869e-130,1.79240143293455e-125,0.936,0.952,"macrophage_FindMarkers","CLP vs Steady"
"Myo5a",-0.758534269912258,2.15912957180043e-129,5.77783073413795e-125,0.703,0.853,"macrophage_FindMarkers","CLP vs Steady"
"Rps11",0.415170350058903,2.6052786114588e-129,6.97172556426375e-125,0.967,0.971,"macrophage_FindMarkers","CLP vs Steady"
"Cox5a",0.855044975919909,5.12499104227887e-129,1.37144760291382e-124,0.833,0.763,"macrophage_FindMarkers","CLP vs Steady"
"Sem1",0.619366663610096,1.48914324223332e-128,3.98494731621636e-124,0.896,0.874,"macrophage_FindMarkers","CLP vs Steady"
"Cox8a",0.600124992280107,2.84609408407435e-127,7.61614776898295e-123,0.897,0.881,"macrophage_FindMarkers","CLP vs Steady"
"Lst1",1.09354704932941,1.92724788360412e-126,5.15731533652462e-122,0.812,0.71,"macrophage_FindMarkers","CLP vs Steady"
"Rplp0",0.636357831725533,5.25379197038728e-126,1.40591473127564e-121,0.945,0.939,"macrophage_FindMarkers","CLP vs Steady"
"Rps9",0.451608181062396,5.26235194224255e-126,1.40820537974411e-121,0.968,0.966,"macrophage_FindMarkers","CLP vs Steady"
"Pfn1",0.600305536108088,5.83915733915558e-125,1.56255850395803e-120,0.947,0.946,"macrophage_FindMarkers","CLP vs Steady"
"Elob",0.760503741014025,3.51294129386406e-124,9.40063090238023e-120,0.839,0.77,"macrophage_FindMarkers","CLP vs Steady"
"Rpl11",0.476191975873316,1.45989575518682e-123,3.90668104087992e-119,0.955,0.955,"macrophage_FindMarkers","CLP vs Steady"
"Ttc3",-1.1589135094453,1.99004250826511e-123,5.32535375211743e-119,0.338,0.619,"macrophage_FindMarkers","CLP vs Steady"
"Retnlg",5.26349669427631,1.50030396619239e-122,4.01481341353083e-118,0.167,0.003,"macrophage_FindMarkers","CLP vs Steady"
"Ctsc",0.510076692490617,4.1002391934265e-122,1.09722400816093e-117,0.949,0.955,"macrophage_FindMarkers","CLP vs Steady"
"Ash1l",-0.80409587643006,7.66541803353106e-122,2.05126586577291e-117,0.585,0.794,"macrophage_FindMarkers","CLP vs Steady"
"Tet3",-0.997155711580899,1.13040603398655e-121,3.02496654694802e-117,0.449,0.706,"macrophage_FindMarkers","CLP vs Steady"
"Gpx1",0.651425714558755,3.47922623911547e-121,9.310409415873e-117,0.946,0.939,"macrophage_FindMarkers","CLP vs Steady"
"Tspo",0.832443583083903,4.00839653340897e-121,1.07264691234024e-116,0.868,0.828,"macrophage_FindMarkers","CLP vs Steady"
"Nabp1",-1.35710424354863,2.69112958289366e-120,7.20146276382342e-116,0.278,0.552,"macrophage_FindMarkers","CLP vs Steady"
"Rps15a",0.479836240646098,1.05037380875145e-119,2.81080031221889e-115,0.943,0.947,"macrophage_FindMarkers","CLP vs Steady"
"Pirb",0.961545087203085,2.10625777777294e-119,5.6363458133204e-115,0.83,0.743,"macrophage_FindMarkers","CLP vs Steady"
"Cd83",-0.998098179669438,2.6581052215045e-119,7.11308957274603e-115,0.496,0.745,"macrophage_FindMarkers","CLP vs Steady"
"Ddx3x",-0.808624054249211,4.79565333489308e-119,1.28331683241739e-114,0.67,0.834,"macrophage_FindMarkers","CLP vs Steady"
"Smg1",-1.01901905091953,5.69662580025473e-119,1.52441706414817e-114,0.392,0.653,"macrophage_FindMarkers","CLP vs Steady"
"Cox6c",0.725530584650413,6.45349814862799e-119,1.72695610457285e-114,0.843,0.771,"macrophage_FindMarkers","CLP vs Steady"
"Gls",-0.975575362820513,1.32873509389046e-118,3.55569511125087e-114,0.47,0.712,"macrophage_FindMarkers","CLP vs Steady"
"Clec4a1",0.910790461157484,8.63854484726193e-118,2.31167460112729e-113,0.837,0.748,"macrophage_FindMarkers","CLP vs Steady"
"Rpl36a",0.588638674748755,1.3612786988857e-117,3.64278179821814e-113,0.895,0.873,"macrophage_FindMarkers","CLP vs Steady"
"Rpl19",0.429479521644936,1.47891960745009e-117,3.95758886953645e-113,0.959,0.959,"macrophage_FindMarkers","CLP vs Steady"
"Atp5j2",0.745009705899205,1.51129720042752e-117,4.04423130834404e-113,0.845,0.786,"macrophage_FindMarkers","CLP vs Steady"
"Fxyd5",0.816810445774174,2.82843715855065e-117,7.56889783628154e-113,0.898,0.845,"macrophage_FindMarkers","CLP vs Steady"
"Cfp",1.06770872986466,1.74714806208489e-116,4.67536821413917e-112,0.767,0.613,"macrophage_FindMarkers","CLP vs Steady"
"Maf",-0.597509403243225,2.00672391531615e-116,5.36999319738601e-112,0.894,0.941,"macrophage_FindMarkers","CLP vs Steady"
"Ankrd11",-0.627467550786015,4.49928223512397e-116,1.20400792611917e-111,0.748,0.876,"macrophage_FindMarkers","CLP vs Steady"
"Ctsz",0.633225731919848,2.55442496244282e-114,6.83564119949699e-110,0.917,0.891,"macrophage_FindMarkers","CLP vs Steady"
"Arhgdib",0.591644850208124,2.95364029673005e-114,7.90394143404963e-110,0.911,0.908,"macrophage_FindMarkers","CLP vs Steady"
"Fth1",0.401937668990998,6.17709210871573e-114,1.65298984829233e-109,0.995,0.99,"macrophage_FindMarkers","CLP vs Steady"
"Lgmn",0.623957850936727,1.56863614692069e-113,4.19767032915976e-109,0.918,0.91,"macrophage_FindMarkers","CLP vs Steady"
"H2-Aa",-0.997534185598278,1.51660744431164e-112,4.05844152097795e-108,0.65,0.823,"macrophage_FindMarkers","CLP vs Steady"
"Stard9",-1.02533298317686,1.66744123844139e-112,4.46207275406915e-108,0.386,0.637,"macrophage_FindMarkers","CLP vs Steady"
"Rpl18",0.512962311287619,1.78963947616865e-112,4.78907523822731e-108,0.934,0.932,"macrophage_FindMarkers","CLP vs Steady"
"Mat2a",-0.840968411891535,4.51535135938909e-112,1.20830802377252e-107,0.615,0.803,"macrophage_FindMarkers","CLP vs Steady"
"Paxbp1",-1.00905622836101,8.67504425125796e-112,2.32144184163663e-107,0.346,0.603,"macrophage_FindMarkers","CLP vs Steady"
"Kmt2c",-0.912800128312653,2.42567336913609e-111,6.49110193580818e-107,0.449,0.698,"macrophage_FindMarkers","CLP vs Steady"
"Pla2g7",0.862630375745635,3.77273326185691e-111,1.00958342087291e-106,0.863,0.798,"macrophage_FindMarkers","CLP vs Steady"
"Rassf2",-0.909473596654428,1.79913141749828e-110,4.8144756732254e-106,0.522,0.748,"macrophage_FindMarkers","CLP vs Steady"
"Wfdc17",0.946804388398261,6.40698995165165e-110,1.71451051106198e-105,0.942,0.88,"macrophage_FindMarkers","CLP vs Steady"
"Fyb",0.722310809361829,7.0461993273698e-110,1.88556294000416e-105,0.929,0.905,"macrophage_FindMarkers","CLP vs Steady"
"Ctsl",1.025643738028,2.31795591486837e-109,6.20285002818775e-105,0.792,0.711,"macrophage_FindMarkers","CLP vs Steady"
"Ndufb1-ps",1.0028576298428,7.55669130770508e-109,2.02217059394188e-104,0.757,0.633,"macrophage_FindMarkers","CLP vs Steady"
"Rps4x",0.420382231125138,8.43506570016714e-109,2.25722358136473e-104,0.964,0.959,"macrophage_FindMarkers","CLP vs Steady"
"Rps12",0.345147687617338,7.72104294994559e-108,2.06615109340544e-103,0.966,0.968,"macrophage_FindMarkers","CLP vs Steady"
"Stk17b",-0.667364540997645,1.96313441140048e-107,5.25334768490769e-103,0.765,0.891,"macrophage_FindMarkers","CLP vs Steady"
"Atp2b1",-0.485515961843959,3.96087905390374e-107,1.05993123482464e-102,0.907,0.951,"macrophage_FindMarkers","CLP vs Steady"
"Egr1",-0.8482562125495,4.07993701338419e-107,1.09179114478161e-102,0.7,0.844,"macrophage_FindMarkers","CLP vs Steady"
"Prdx1",0.655364622190634,1.00305249513077e-106,2.68416847696995e-102,0.895,0.87,"macrophage_FindMarkers","CLP vs Steady"
"Ms4a6c",0.737585285518433,1.73309499050399e-106,4.63776219458869e-102,0.906,0.879,"macrophage_FindMarkers","CLP vs Steady"
"Atp5mpl",0.924339336428062,1.00040745741188e-105,2.6770903560342e-101,0.74,0.618,"macrophage_FindMarkers","CLP vs Steady"
"Ccnl1",-0.705968739427737,1.12201004268484e-105,3.00249887422464e-101,0.728,0.873,"macrophage_FindMarkers","CLP vs Steady"
"Abca9",-0.67983923753568,2.3512977280309e-105,6.2920727202107e-101,0.735,0.864,"macrophage_FindMarkers","CLP vs Steady"
"Eef1a1",0.381184732614605,2.88008271767022e-105,7.70710135248552e-101,0.977,0.98,"macrophage_FindMarkers","CLP vs Steady"
"Pla2g2d",-1.9657688794944,5.6295968375902e-105,1.50648011373914e-100,0.096,0.309,"macrophage_FindMarkers","CLP vs Steady"
"Tut7",-0.642063113704751,6.20891037462607e-105,1.66150441624994e-100,0.767,0.886,"macrophage_FindMarkers","CLP vs Steady"
"Hexim1",-1.01306695897802,8.32434452524453e-105,2.22759459495544e-100,0.405,0.636,"macrophage_FindMarkers","CLP vs Steady"
"Clec4a2",0.888587871830201,1.13132285354686e-103,3.02741995609138e-99,0.804,0.745,"macrophage_FindMarkers","CLP vs Steady"
"Kdm7a",-0.820479618327795,4.29136729360445e-103,1.14836988776855e-98,0.551,0.76,"macrophage_FindMarkers","CLP vs Steady"
"Atrx",-0.63256352191452,1.18503469159141e-102,3.17115283469861e-98,0.738,0.872,"macrophage_FindMarkers","CLP vs Steady"
"Rpl32",0.427982004303002,1.65265697515007e-102,4.42251006550159e-98,0.968,0.969,"macrophage_FindMarkers","CLP vs Steady"
"Rpl13",0.408897936201098,4.81676627275801e-102,1.28896665459004e-97,0.962,0.962,"macrophage_FindMarkers","CLP vs Steady"
"Usp24",-1.0736810785736,8.89641954585662e-102,2.38068187047123e-97,0.399,0.646,"macrophage_FindMarkers","CLP vs Steady"
"Ndufa3",0.971662207622311,1.33429740131544e-101,3.57057984592013e-97,0.714,0.574,"macrophage_FindMarkers","CLP vs Steady"
"Tob2",-0.79057306839216,1.9017834502713e-101,5.08917251292599e-97,0.549,0.744,"macrophage_FindMarkers","CLP vs Steady"
"Rock1",-0.653006225554235,1.92365111793131e-101,5.14769039158419e-97,0.694,0.838,"macrophage_FindMarkers","CLP vs Steady"
"Plxnd1",-1.22334493721616,3.79957998917181e-101,1.01676760510238e-96,0.221,0.465,"macrophage_FindMarkers","CLP vs Steady"
"Rpl14",0.418717076706723,1.20453593269171e-100,3.22333815588301e-96,0.934,0.942,"macrophage_FindMarkers","CLP vs Steady"
"Fam117b",-0.963072653086295,2.24327337182518e-100,6.00299954300419e-96,0.388,0.617,"macrophage_FindMarkers","CLP vs Steady"
"Cd36",-0.952442184041356,3.24501696811152e-100,8.68366540666644e-96,0.613,0.794,"macrophage_FindMarkers","CLP vs Steady"
"Phip",-0.849189448057405,3.28955361866106e-100,8.80284548353699e-96,0.511,0.716,"macrophage_FindMarkers","CLP vs Steady"
"Fam208a",-0.861061259461855,3.52574267768059e-100,9.43488740547325e-96,0.441,0.668,"macrophage_FindMarkers","CLP vs Steady"
"Il6ra",-0.644779116828521,1.27865717185727e-99,3.42168659189006e-95,0.701,0.841,"macrophage_FindMarkers","CLP vs Steady"
"Trim25",-1.04929667416417,3.4222681200252e-99,9.15798948918742e-95,0.373,0.605,"macrophage_FindMarkers","CLP vs Steady"
"Clec4a3",0.874670618568737,5.13357003886934e-99,1.37374334240144e-94,0.822,0.741,"macrophage_FindMarkers","CLP vs Steady"
"Rps5",0.455629522799108,6.00240536949736e-99,1.60624367687749e-94,0.96,0.96,"macrophage_FindMarkers","CLP vs Steady"
"Anxa2",1.19079542179833,8.30961123618089e-99,2.22365196680201e-94,0.666,0.524,"macrophage_FindMarkers","CLP vs Steady"
"Rpl27a",0.545736244967691,1.59010536051997e-98,4.25512194475144e-94,0.897,0.876,"macrophage_FindMarkers","CLP vs Steady"
"Gda",1.50794751125305,1.95709285104924e-98,5.23718046940776e-94,0.53,0.311,"macrophage_FindMarkers","CLP vs Steady"
"Atp6v0c",0.536457463263313,2.08237838958755e-98,5.57244457053629e-94,0.924,0.92,"macrophage_FindMarkers","CLP vs Steady"
"H2-Ab1",-0.931481600242186,8.45079612672458e-98,2.2614330435115e-93,0.706,0.845,"macrophage_FindMarkers","CLP vs Steady"
"Rps27",0.46039597897339,1.33840381774393e-97,3.58156861628275e-93,0.951,0.95,"macrophage_FindMarkers","CLP vs Steady"
"Rps19",0.442867217344125,4.87865200850195e-96,1.30552727747512e-91,0.927,0.931,"macrophage_FindMarkers","CLP vs Steady"
"Lcn2",6.49168999880561,1.80466913723465e-95,4.82929461123993e-91,0.141,0.003,"macrophage_FindMarkers","CLP vs Steady"
"Cox6b1",0.60129121446483,1.89327251732774e-95,5.06639725636902e-91,0.873,0.848,"macrophage_FindMarkers","CLP vs Steady"
"Plxdc2",-1.63780357546991,4.11458435190865e-95,1.10106277257075e-90,0.143,0.368,"macrophage_FindMarkers","CLP vs Steady"
"Arsb",-1.23116025925,7.75110481844378e-95,2.07419564941556e-90,0.227,0.473,"macrophage_FindMarkers","CLP vs Steady"
"Atp5k",0.92017972668387,8.29635730855784e-95,2.22010521577008e-90,0.734,0.612,"macrophage_FindMarkers","CLP vs Steady"
"Chd4",-0.665307398222259,1.91874763086031e-94,5.13456866018218e-90,0.726,0.852,"macrophage_FindMarkers","CLP vs Steady"
"Sh3bgrl3",0.457262603455866,8.1694771023056e-94,2.18615207257698e-89,0.955,0.95,"macrophage_FindMarkers","CLP vs Steady"
"Taok1",-0.834660054345506,1.40800867048264e-93,3.76783120221155e-89,0.505,0.709,"macrophage_FindMarkers","CLP vs Steady"
"Cd74",-0.767787097904332,2.47694416344672e-93,6.62830258138342e-89,0.874,0.941,"macrophage_FindMarkers","CLP vs Steady"
"Rps2",0.520445508583811,4.5894277826268e-93,1.22813087463093e-88,0.949,0.948,"macrophage_FindMarkers","CLP vs Steady"
"Clec7a",-0.867527368940788,5.23394790946995e-93,1.40060446057416e-88,0.376,0.633,"macrophage_FindMarkers","CLP vs Steady"
"Rps3a1",0.362780986927306,6.2134568142686e-93,1.66272104349828e-88,0.961,0.962,"macrophage_FindMarkers","CLP vs Steady"
"Rpl29",0.479414271713722,8.18425334490918e-93,2.1901061950977e-88,0.928,0.931,"macrophage_FindMarkers","CLP vs Steady"
"Ms4a7",0.815327120579921,2.06985803161579e-92,5.53894009260384e-88,0.844,0.782,"macrophage_FindMarkers","CLP vs Steady"
"Rpl8",0.357533806217402,2.62772068666409e-92,7.03178055751311e-88,0.958,0.957,"macrophage_FindMarkers","CLP vs Steady"
"Itm2b",0.44510401934387,1.65279440148853e-91,4.42287781838331e-87,0.983,0.98,"macrophage_FindMarkers","CLP vs Steady"
"Ndufa13",0.607929307339442,1.69311488903688e-91,4.53077544306269e-87,0.848,0.806,"macrophage_FindMarkers","CLP vs Steady"
"Cox5b",0.649468967132989,5.50223827191988e-91,1.47239896156576e-86,0.83,0.79,"macrophage_FindMarkers","CLP vs Steady"
"Arid4a",-0.690534180335929,2.11971712390043e-90,5.67236302355756e-86,0.6,0.763,"macrophage_FindMarkers","CLP vs Steady"
"Zfp638",-0.812711961803609,3.39780530398222e-90,9.09252699345642e-86,0.481,0.698,"macrophage_FindMarkers","CLP vs Steady"
"Crebbp",-0.728094233072138,3.91708858420474e-90,1.04821290513319e-85,0.526,0.722,"macrophage_FindMarkers","CLP vs Steady"
"Srrm2",-0.398324747685796,8.53592284108639e-90,2.28421295227472e-85,0.882,0.938,"macrophage_FindMarkers","CLP vs Steady"
"Zfp36l1",-0.546534681498092,9.38060810732803e-90,2.51025072952098e-85,0.872,0.933,"macrophage_FindMarkers","CLP vs Steady"
"Syk",-0.700058811644545,1.55118178416901e-89,4.15096245443628e-85,0.588,0.763,"macrophage_FindMarkers","CLP vs Steady"
"Rpl36al",1.07468079215199,1.60904466922679e-89,4.30580353485088e-85,0.605,0.428,"macrophage_FindMarkers","CLP vs Steady"
"Prrc2c",-0.515268511152074,1.67828840114002e-89,4.49109976145069e-85,0.78,0.884,"macrophage_FindMarkers","CLP vs Steady"
"Picalm",-0.475732849757482,4.68473351991408e-89,1.25363468992901e-84,0.838,0.922,"macrophage_FindMarkers","CLP vs Steady"
