"UMAP_1","UMAP_2","cluster"
-0.905427412217344,0.407708265813219,"Mono"
-0.352394807514618,0.214758119039627,"Mono"
-0.269120123444482,1.04514019713919,"Mono"
-0.677639233339243,1.07358755766765,"Mono"
-0.116821950511544,1.72587608931507,"Mono"
-1.14443946509274,0.891448514039391,"Mono"
-0.621280414482828,-0.29148626280074,"Mono"
-1.54665008494116,-0.349598397118036,"Mono"
0.250436764191498,-1.05548841369734,"Mono"
0.374921680881825,1.29549528122622,"Mono"
-0.110752055824254,0.0787435775744728,"Mono"
0.943905972709243,0.192000328864496,"Mono"
-0.620706379255441,0.662249194833272,"Mono"
-0.0856046404164745,-0.677453059338514,"Mono"
1.33573637856378,0.50037876250388,"Mono"
-0.206578249875177,1.19887901361052,"Mono"
1.57961827335289,-0.138425599687902,"Mono"
-0.449040958798493,-0.246282023038234,"Mono"
0.765893655886268,0.204268965897787,"Mono"
1.15606874015015,1.29371528263072,"Mono"
0.271557551569915,-0.398368483773542,"Mono"
0.70476173050127,-1.64868846875906,"Mono"
0.722829939401206,-0.856914802191155,"Mono"
0.599942408108753,0.0961014042925848,"Mono"
0.287234376724032,0.0950723306877808,"Mono"
0.20204935367174,-0.967666224082464,"Mono"
0.461797072871683,-0.686304975360463,"Mono"
0.334680088351065,0.210082154783292,"Mono"
-0.52885996261099,-0.224739603721607,"Mono"
2.19698653463475,-1.9992963484702,"Mono"
1.41415074619655,-0.293516163097271,"Mono"
0.754972842611114,-0.882880338079267,"Mono"
-0.628597461084801,0.412509128717176,"Mono"
-1.12901348125605,0.150974713848928,"Mono"
-0.287134981991558,1.12565753772993,"Mono"
0.396730099052934,0.282075326393948,"Mono"
-0.686970797602103,1.24943383353566,"Mono"
0.409959328593368,-0.890682816591641,"Mono"
-1.39980500536571,-0.168594759805723,"Mono"
-0.591647518655728,-1.44818434609607,"Mono"
1.46878770685914,-1.11335123269703,"Mono"
0.477550695901833,-0.802602518286318,"Mono"
-0.0870572508751203,0.720128863097066,"Mono"
0.413375207995491,0.0805940398941393,"Mono"
0.869248644638873,1.1891232725357,"Mono"
0.265319048425852,0.520744031615518,"Mono"
1.4823699815021,-0.304096489515401,"Mono"
-0.896656453603685,-1.74393592994859,"Mono"
0.201381296513307,-0.0143253569405097,"Mono"
-0.529937084749208,-0.671778146606709,"Mono"
-0.717413962608223,-0.779616502179503,"Mono"
0.969487653535341,1.05624152514777,"Mono"
0.0157056534084485,0.65348182034342,"Mono"
1.78441412307484,0.691236721944371,"Mono"
0.406433729628056,0.846623982502397,"Mono"
0.566671219368581,1.57348086980696,"Mono"
0.0720640260600295,0.940680513868655,"Mono"
0.110579146359308,0.489798605469559,"Mono"
0.372184194586846,-0.0577488353689334,"Mono"
-0.0858426874927298,0.439703070590432,"Mono"
0.816363068962986,0.106953036395155,"Mono"
0.735103241239709,-0.702277733260696,"Mono"
0.0670514458482496,-0.748526567091346,"Mono"
-1.45399422894746,-1.29964144413153,"Mono"
0.0601472591574284,-0.357122046785908,"Mono"
-0.182354058597679,-1.04159770959438,"Mono"
0.182562951616459,0.597121485506253,"Mono"
-0.782095206509817,0.7328441335641,"Mono"
-0.344358944803474,-0.626984041087975,"Mono"
0.725238131244881,0.82988697957934,"Mono"
0.189902223662678,-0.338795532056919,"Mono"
-0.547956972710419,-1.21016882625395,"Mono"
0.0228632278437928,0.146925997262041,"Mono"
-0.0724814322429855,-1.41254175858655,"Mono"
-0.0795804372126629,2.10140564379925,"Mono"
-0.474220104439513,0.856546919162818,"Mono"
-0.87045501972893,-0.761644604995939,"Mono"
-1.88672818992034,0.117750500986354,"Mono"
-1.60449510233508,0.0892528255210474,"Mono"
-0.0759005308984991,0.229129235812816,"Mono"
-0.0693754814974298,-0.139906772624307,"Mono"
0.767803368829242,-0.125913290383683,"Mono"
-0.230856986253207,-0.629633389778557,"Mono"
-0.130721513198932,-1.58406235668275,"Mono"
-1.67894999249601,-0.257705144490843,"Mono"
0.9050181303071,0.0649315076824935,"Mono"
1.05848922205841,-1.47934473439923,"Mono"
0.107509995124118,2.12031297431757,"Mono"
0.465191516377847,-0.0468226238334083,"Mono"
-0.425036553694087,-0.117171710373514,"Mono"
-0.788046136782899,-1.83014734775046,"Mono"
0.48047212060056,0.20994163957113,"Mono"
1.33417776532551,0.783303972996844,"Mono"
-0.801788079496516,-0.526670337924427,"Mono"
0.168500962440787,0.0381855848548839,"Mono"
-0.433420481219265,-0.286112915334487,"Mono"
0.811763293021409,0.714252933710039,"Mono"
0.362381391167247,0.491853925664546,"Mono"
-0.164997117107526,-0.341296921581867,"Mono"
0.975888209908809,0.818733016951653,"Mono"
3.1169326113145,1.47455334203986,"Tcell"
3.96896510913925,5.22035009937457,"Tcell"
3.16757376688631,2.24814564974378,"Tcell"
3.96269878672617,2.77241818051534,"Tcell"
3.69809596806908,4.62754292588497,"Tcell"
2.83190291253515,2.73400011863455,"Tcell"
6.19951224716407,1.71962596861034,"Tcell"
3.88324281133021,2.01203682646995,"Tcell"
4.6605244783917,2.9339948766067,"Tcell"
3.54845137976527,3.45644308578768,"Tcell"
3.2035273672517,3.03097493280261,"Tcell"
1.89590552646994,5.08835447974162,"Tcell"
3.56204445943966,2.18247005688658,"Tcell"
5.14883797034654,3.71353791492725,"Tcell"
5.36872477952549,3.97451996534558,"Tcell"
3.82934514684445,4.0505988596776,"Tcell"
3.58170270558089,1.83746587934759,"Tcell"
4.75239227108889,2.42229028341634,"Tcell"
