"x","y","g"
-0.628529637491687,0.314136877330716,"A"
-0.709080163940231,-0.00688834653883116,"A"
-1.39156069874338,-1.76618703349958,"A"
1.17863318587948,-1.57349224686642,"A"
-0.358046836682196,-0.128951182941173,"A"
0.32615317327542,-0.160504994509519,"A"
-2.04632320014406,0.276425587787998,"A"
0.803212753293846,-0.2135852288814,"A"
-0.754618756387145,1.9568514167904,"A"
1.71860382516456,1.82255261453375,"A"
1.41120107583126,0.241734671229385,"A"
0.694273655640526,0.309823132871277,"A"
-1.52061039621988,1.95844542213485,"A"
0.9686069817158,0.74210546808691,"A"
-0.410032839254768,1.2477005854814,"A"
-0.943720820656797,-0.996280223016252,"A"
-0.0678452587482613,-0.351021339403831,"A"
0.436874203842163,-0.226134233766579,"A"
0.812470568165734,-1.00096222331995,"A"
0.239288987179295,0.00106281491481745,"A"
-1.02998302116332,1.13536314306427,"A"
1.81489358272654,1.05179549836653,"A"
-0.850298797755265,-1.19227019933624,"A"
-1.34741566335823,1.22882954066153,"A"
0.126918830927875,0.0837435603175539,"A"
-0.804825581811342,0.79043486511637,"A"
-0.163765092656122,-0.0297342754904875,"A"
1.0496256446568,1.22349667199265,"A"
0.554459776667564,-0.557151478750893,"A"
1.02170781338636,-1.13527219987957,"A"
0.162334189466958,0.195684012551457,"A"
-0.534542525674303,-0.35083252459796,"A"
-2.52833427628405,0.351212658792968,"A"
-0.287559340298873,0.371477042544383,"A"
-1.78598862116304,0.843861423693614,"A"
-1.37334821816071,0.256365225783055,"A"
-0.0749911399689734,1.9823432644987,"A"
0.717490504004817,0.475616393120432,"A"
0.391043154323844,0.871597861417736,"A"
0.667515251884174,0.324276681706123,"A"
-0.860116998023957,-0.141780680555161,"B"
0.311589745570329,0.000138599257089669,"B"
-0.449443362806255,0.0545669240079616,"B"
-1.08339950816515,0.0589548652486139,"B"
1.21078159969166,1.15875918104701,"B"
-1.34765029041937,0.0750446747024129,"B"
1.04303073345988,0.521685023530956,"B"
-2.40197248061653,-0.329673120698987,"B"
0.269264282435824,0.606050001840793,"B"
0.950160214958401,-0.629631384626429,"B"
-0.17058819508776,0.656631831810982,"B"
-2.28789114565973,-0.0616639242658664,"B"
1.08644738979533,0.36009021845618,"B"
-0.31712695745258,-0.530638973724965,"B"
0.819310059436551,0.736000582196316,"B"
-0.793349933289781,0.58323926186931,"B"
0.0696425066985005,-0.933975581106487,"B"
0.856756181289477,-0.635025326179466,"B"
-0.975181455615976,0.396192568505082,"B"
-0.615773916943306,0.403346064525389,"B"
-0.344483534573563,-0.92623840081849,"B"
-0.23449792508402,0.419993789724781,"B"
-1.09538619907682,-2.76234449766356,"B"
0.0898161074159938,-0.209972370530872,"B"
-1.18970104914316,2.35160307072688,"B"
1.06428243265137,-1.28705382983932,"B"
-0.40521981565519,-0.0487470476135389,"B"
0.494924090815233,1.06530746044978,"B"
0.722271081212888,1.87763556286058,"B"
-0.236413091656484,0.668925230208402,"B"
0.0941559497448177,1.48489833643016,"B"
-0.140400023615366,-0.0345253780328706,"B"
-0.572734962757382,-1.07757958286809,"B"
0.404189726384963,-1.43641766234761,"B"
-0.891213360101364,0.792522595915346,"B"
0.91897576821853,0.544818929053497,"B"
-0.786636897771374,-1.24552320955604,"B"
0.1438907643228,0.524898833412071,"B"
1.85796208008353,1.09158921164536,"B"
1.12049582447064,0.653731491047648,"B"
